file, real_x, real_y, real_z, detected_x, detected_y, detected_z
977.jpg,300,100,200,11.876633681795504,-91.35423180127103,225.07064646768956
978.jpg,300,100,200,11.474699782213458,-93.08352322523014,229.7211228523216
979.jpg,300,100,200,9.998385040765454,-93.66724429852053,230.8287953681171
1040.jpg,300,200,200,9.21847244501953,-31.079824204991837,170.7157727407802
1041.jpg,300,200,200,9.21847244501953,-31.079824204991837,170.7157727407802
1042.jpg,300,200,200,8.635984111723715,-30.546189566843246,169.88385665543552
1043.jpg,300,200,200,7.704232680190115,-30.28096045848516,168.99129318920671
1044.jpg,300,200,200,7.704232680190115,-30.28096045848516,168.99129318920671
1045.jpg,300,200,200,6.256670454414684,-29.803869304071053,168.4976851375071
1046.jpg,300,200,200,4.670022008894377,-29.917475653519848,169.82752018345505
1047.jpg,300,200,200,2.509718449620878,-29.47375258612747,170.51297156919674
1048.jpg,300,200,200,2.509718449620878,-29.47375258612747,170.51297156919674
1049.jpg,300,200,200,0.4078532265706554,-29.450520265768574,174.22896431560287
