timestamp, id, x, y, z
1644440403883.507,1,-250.68823230469553,120.35679047695835,38.76106663285657
1644440403983.9958,1,-250.7307663345564,120.18631775767557,38.60609003194457
1644440404084.441,1,-250.78037593346104,119.98748676857188,38.42533295258958
1644440404185.031,1,-250.7788879482411,119.9855704564899,38.437680405685434
1644440404285.534,1,-250.65912589257783,120.44335950197335,38.8934777843608
1644440404385.973,1,-250.7066287502546,120.24909055728082,38.723800033051944
1644440404486.423,1,-250.7564668123727,120.05773903603011,38.53438750921771
1644440404587.022,1,-250.81661841777017,119.83314369917619,38.300006092004224
1644440404687.6409,1,-250.88482301489847,119.5862931590901,38.02841261242172
1644440404788.177,1,-250.95995840553053,119.31741196233482,37.72799443316246
1644440404889.6091,1,-251.062045580597,118.91816238780524,37.34743921552418
1644440404990.156,1,-250.97972759687732,119.23491132030325,37.65902285867652
1644440405090.577,1,-250.883715952358,119.60435168478554,38.022438683901576
1644440405191.0552,1,-250.78139211694506,119.99872469024643,38.40916027827084
1644440405291.517,1,-250.65760147301913,120.47550991724125,38.87730874910873
1644440405391.9639,1,-250.57667424320206,120.78504726110843,39.185322312581675
1644440405492.573,1,-250.61500179890453,120.62993996328105,39.04719472439629
1644440405593.026,1,-250.65970517339358,120.44903044547681,38.88608950417715
1644440405693.459,1,-250.70730439488577,120.2557048666594,38.715182706696936
1644440405794.07,1,-250.75755167603748,120.05073809887445,38.53557487709498
1644440405894.5999,1,-250.83275743279387,119.7687380114988,38.24418894336706
1644440405995.0718,1,-250.71229718684302,120.22698086244476,38.70494760320824
1644440406095.709,1,-250.69292597441407,120.28985345278508,38.788893984001874
1644440406196.197,1,-250.74064984667035,120.10516748054576,38.60921018889956
1644440406296.9192,1,-250.7986926745422,119.88809719189285,38.383799797239504
1644440406398.0688,1,-250.86639097210372,119.63491709140843,38.12089221110737
1644440406498.84,1,-250.88385275752367,119.57111029981684,38.05171539806993
1644440406599.336,1,-250.83305118144594,119.7652244647703,38.24524755895902
1644440406699.7769,1,-250.90610793396186,119.49185371037605,37.96166778470999
1644440406800.196,1,-250.991509566124,119.17287358812321,37.629637909813475
1644440406900.81,1,-250.89762313896622,119.53187853701738,37.98706582509334
1644440407001.491,1,-250.98177859645017,119.21944118544486,37.658161233243305
1644440407101.9421,1,-250.8861081373096,119.58630808092683,38.021433726405476
1644440407202.345,1,-250.78939650611045,119.95796343146219,38.38793484606972
1644440407302.9849,1,-250.66224552324056,120.44731936807612,38.86912996337375
1644440407403.443,1,-250.63454817753112,120.54684544069164,38.98038820784269
1644440407503.875,1,-250.5465017345142,120.8799525396949,39.31883154907545
1644440407604.352,1,-250.43958155262592,121.2917936321452,39.7231494700312
1644440407704.771,1,-250.44701904789503,121.27248423991404,39.68651953222989
1644440407805.1902,1,-250.45825165095468,121.23366859533226,39.639990114661856
1644440407905.605,1,-250.47233892185602,121.17086818475877,39.594495271776026
1644440408006.147,1,-250.4789589190853,121.13581792714679,39.578160175020194
1644440408106.7358,1,-250.4866801580173,121.09493703184197,39.5591077221777
1644440408207.279,1,-250.50247493008598,121.0425156800646,39.49171352609576
1644440408307.751,1,-250.52084981885028,120.97806486921517,39.41615176283274
1644440408408.1719,1,-250.53791969387416,120.90927996879955,39.354313027167116
1644440408508.615,1,-250.5742094468443,120.7717606520231,39.21496088040672
1644440408609.03,1,-250.60484761293034,120.64930550734927,39.10307637085263
1644440408709.444,1,-250.6351361443677,120.52635795312953,38.994177100672566
1644440408809.9001,1,-250.6236047968159,120.57444684884624,39.034341678349975
1644440408910.351,1,-250.54223645577633,120.8807263411067,39.348424492845716
1644440409012.09,1,-250.57227738402793,120.75782945275812,39.241235140608744
1644440409112.7988,1,-250.60178893435307,120.64969470279539,39.12443837821623
1644440409213.383,1,-250.63620975409364,120.52357165283152,38.98821238329857
1644440409313.8599,1,-250.67635650404634,120.3764679351306,38.829325087870494
1644440409414.33,1,-250.72318169716795,120.20489339924968,38.64400676691635
1644440409514.79,1,-250.65278194857376,120.47909013802231,38.90718095041172
1644440409615.2598,1,-250.62403271689305,120.58353659246129,39.02129322068096
1644440409715.846,1,-250.65536470819137,120.45114797689187,38.913081301202645
1644440409816.4438,1,-250.691908800681,120.29673641185977,38.7868682445141
1644440409917.0288,1,-250.76553426319492,120.02186797283109,38.5024466468504
1644440410017.6821,1,-250.8206209059863,119.81112208367213,38.29405763298681
1644440410118.227,1,-250.76386706047919,120.02160417429002,38.51607206720459
1644440410218.82,1,-250.70294832423136,120.25400643837554,38.74848308033455
1644440410319.3591,1,-250.75975060375868,120.04210739555695,38.527406048576715
1644440410419.861,1,-250.75964665713323,120.04591556503539,38.524695549711744
1644440410520.355,1,-250.62702437662486,120.55026711820987,39.032116702312685
1644440410620.7969,1,-250.47250555389655,121.13840255519683,39.62284805865414
