file_name, real_x, real_y, real_z
0.jpg,0.0,0.0,27.0
1.jpg,0.0,0.0,27.0
2.jpg,0.0,0.0,27.0
3.jpg,0.0,0.0,27.0
4.jpg,0.0,0.0,27.0
5.jpg,0.0,0.0,27.0
6.jpg,0.0,0.0,27.0
7.jpg,0.0,0.0,27.0
8.jpg,0.0,0.0,27.0
9.jpg,0.0,0.0,27.0
10.jpg,0.0,0.0,27.0
11.jpg,0.0,0.0,27.0
12.jpg,0.0,0.0,27.0
13.jpg,0.0,0.0,27.0
14.jpg,0.0,0.0,27.0
15.jpg,0.0,0.0,27.0
16.jpg,0.0,0.0,27.0
17.jpg,0.0,0.0,27.0
18.jpg,0.0,0.0,27.0
19.jpg,0.0,0.0,27.0
20.jpg,0.0,0.0,27.0
21.jpg,0.0,0.0,27.0
22.jpg,0.0,0.0,27.0
23.jpg,0.0,0.0,27.0
24.jpg,0.0,0.0,27.0
25.jpg,0.0,0.0,27.0
26.jpg,0.0,0.0,27.0
27.jpg,0.0,0.0,27.0
28.jpg,0.0,0.0,27.0
29.jpg,0.0,0.0,27.0
30.jpg,0.0,0.0,27.0
31.jpg,0.0,0.0,27.0
32.jpg,0.0,0.0,27.0
33.jpg,0.0,0.0,27.0
34.jpg,0.0,0.0,27.0
35.jpg,0.0,0.0,27.0
36.jpg,0.0,0.0,27.0
37.jpg,0.0,0.0,27.0
38.jpg,0.0,0.0,27.0
39.jpg,0.0,0.0,27.0
40.jpg,100.0,0.0,27.0
41.jpg,100.0,0.0,27.0
42.jpg,100.0,0.0,27.0
43.jpg,100.0,0.0,27.0
44.jpg,100.0,0.0,27.0
45.jpg,100.0,0.0,27.0
46.jpg,100.0,0.0,27.0
47.jpg,100.0,0.0,27.0
48.jpg,100.0,0.0,27.0
49.jpg,100.0,0.0,27.0
50.jpg,100.0,0.0,27.0
51.jpg,100.0,0.0,27.0
52.jpg,100.0,0.0,27.0
53.jpg,100.0,0.0,27.0
54.jpg,100.0,0.0,27.0
55.jpg,100.0,0.0,27.0
56.jpg,100.0,0.0,27.0
57.jpg,100.0,0.0,27.0
58.jpg,100.0,0.0,27.0
59.jpg,100.0,0.0,27.0
60.jpg,100.0,0.0,27.0
61.jpg,100.0,0.0,27.0
62.jpg,100.0,0.0,27.0
63.jpg,100.0,0.0,27.0
64.jpg,100.0,0.0,27.0
65.jpg,100.0,0.0,27.0
66.jpg,100.0,0.0,27.0
67.jpg,100.0,0.0,27.0
68.jpg,100.0,0.0,27.0
69.jpg,100.0,0.0,27.0
70.jpg,100.0,0.0,27.0
71.jpg,100.0,0.0,27.0
72.jpg,100.0,0.0,27.0
73.jpg,100.0,0.0,27.0
74.jpg,100.0,0.0,27.0
75.jpg,100.0,0.0,27.0
76.jpg,100.0,0.0,27.0
77.jpg,100.0,0.0,27.0
78.jpg,100.0,0.0,27.0
79.jpg,100.0,0.0,27.0
80.jpg,200.0,0.0,27.0
81.jpg,200.0,0.0,27.0
82.jpg,200.0,0.0,27.0
83.jpg,200.0,0.0,27.0
84.jpg,200.0,0.0,27.0
85.jpg,200.0,0.0,27.0
86.jpg,200.0,0.0,27.0
87.jpg,200.0,0.0,27.0
88.jpg,200.0,0.0,27.0
89.jpg,200.0,0.0,27.0
90.jpg,200.0,0.0,27.0
91.jpg,200.0,0.0,27.0
92.jpg,200.0,0.0,27.0
93.jpg,200.0,0.0,27.0
94.jpg,200.0,0.0,27.0
95.jpg,200.0,0.0,27.0
96.jpg,200.0,0.0,27.0
97.jpg,200.0,0.0,27.0
98.jpg,200.0,0.0,27.0
99.jpg,200.0,0.0,27.0
100.jpg,200.0,0.0,27.0
101.jpg,200.0,0.0,27.0
102.jpg,200.0,0.0,27.0
103.jpg,200.0,0.0,27.0
104.jpg,200.0,0.0,27.0
105.jpg,200.0,0.0,27.0
106.jpg,200.0,0.0,27.0
107.jpg,200.0,0.0,27.0
108.jpg,200.0,0.0,27.0
109.jpg,200.0,0.0,27.0
110.jpg,200.0,0.0,27.0
111.jpg,200.0,0.0,27.0
112.jpg,200.0,0.0,27.0
113.jpg,200.0,0.0,27.0
114.jpg,200.0,0.0,27.0
115.jpg,200.0,0.0,27.0
116.jpg,200.0,0.0,27.0
117.jpg,200.0,0.0,27.0
118.jpg,200.0,0.0,27.0
119.jpg,200.0,0.0,27.0
120.jpg,300.0,0.0,27.0
121.jpg,300.0,0.0,27.0
122.jpg,300.0,0.0,27.0
123.jpg,300.0,0.0,27.0
124.jpg,300.0,0.0,27.0
125.jpg,300.0,0.0,27.0
126.jpg,300.0,0.0,27.0
127.jpg,300.0,0.0,27.0
128.jpg,300.0,0.0,27.0
129.jpg,300.0,0.0,27.0
130.jpg,300.0,0.0,27.0
131.jpg,300.0,0.0,27.0
132.jpg,300.0,0.0,27.0
133.jpg,300.0,0.0,27.0
134.jpg,300.0,0.0,27.0
135.jpg,300.0,0.0,27.0
136.jpg,300.0,0.0,27.0
137.jpg,300.0,0.0,27.0
138.jpg,300.0,0.0,27.0
139.jpg,300.0,0.0,27.0
140.jpg,300.0,0.0,27.0
141.jpg,300.0,0.0,27.0
142.jpg,300.0,0.0,27.0
143.jpg,300.0,0.0,27.0
144.jpg,300.0,0.0,27.0
145.jpg,300.0,0.0,27.0
146.jpg,300.0,0.0,27.0
147.jpg,300.0,0.0,27.0
148.jpg,300.0,0.0,27.0
149.jpg,300.0,0.0,27.0
150.jpg,300.0,0.0,27.0
151.jpg,300.0,0.0,27.0
152.jpg,300.0,0.0,27.0
153.jpg,300.0,0.0,27.0
154.jpg,300.0,0.0,27.0
155.jpg,300.0,0.0,27.0
156.jpg,300.0,0.0,27.0
157.jpg,300.0,0.0,27.0
158.jpg,300.0,0.0,27.0
159.jpg,300.0,0.0,27.0
160.jpg,400.0,0.0,27.0
161.jpg,400.0,0.0,27.0
162.jpg,400.0,0.0,27.0
163.jpg,400.0,0.0,27.0
164.jpg,400.0,0.0,27.0
165.jpg,400.0,0.0,27.0
166.jpg,400.0,0.0,27.0
167.jpg,400.0,0.0,27.0
168.jpg,400.0,0.0,27.0
169.jpg,400.0,0.0,27.0
170.jpg,400.0,0.0,27.0
171.jpg,400.0,0.0,27.0
172.jpg,400.0,0.0,27.0
173.jpg,400.0,0.0,27.0
174.jpg,400.0,0.0,27.0
175.jpg,400.0,0.0,27.0
176.jpg,400.0,0.0,27.0
177.jpg,400.0,0.0,27.0
178.jpg,400.0,0.0,27.0
179.jpg,400.0,0.0,27.0
180.jpg,400.0,0.0,27.0
181.jpg,400.0,0.0,27.0
182.jpg,400.0,0.0,27.0
183.jpg,400.0,0.0,27.0
184.jpg,400.0,0.0,27.0
185.jpg,400.0,0.0,27.0
186.jpg,400.0,0.0,27.0
187.jpg,400.0,0.0,27.0
188.jpg,400.0,0.0,27.0
189.jpg,400.0,0.0,27.0
190.jpg,400.0,0.0,27.0
191.jpg,400.0,0.0,27.0
192.jpg,400.0,0.0,27.0
193.jpg,400.0,0.0,27.0
194.jpg,400.0,0.0,27.0
195.jpg,400.0,0.0,27.0
196.jpg,400.0,0.0,27.0
197.jpg,400.0,0.0,27.0
198.jpg,400.0,0.0,27.0
199.jpg,400.0,0.0,27.0
200.jpg,400.0,100.0,27.0
201.jpg,400.0,100.0,27.0
202.jpg,400.0,100.0,27.0
203.jpg,400.0,100.0,27.0
204.jpg,400.0,100.0,27.0
205.jpg,400.0,100.0,27.0
206.jpg,400.0,100.0,27.0
207.jpg,400.0,100.0,27.0
208.jpg,400.0,100.0,27.0
209.jpg,400.0,100.0,27.0
210.jpg,400.0,100.0,27.0
211.jpg,400.0,100.0,27.0
212.jpg,400.0,100.0,27.0
213.jpg,400.0,100.0,27.0
214.jpg,400.0,100.0,27.0
215.jpg,400.0,100.0,27.0
216.jpg,400.0,100.0,27.0
217.jpg,400.0,100.0,27.0
218.jpg,400.0,100.0,27.0
219.jpg,400.0,100.0,27.0
220.jpg,400.0,100.0,27.0
221.jpg,400.0,100.0,27.0
222.jpg,400.0,100.0,27.0
223.jpg,400.0,100.0,27.0
224.jpg,400.0,100.0,27.0
225.jpg,400.0,100.0,27.0
226.jpg,400.0,100.0,27.0
227.jpg,400.0,100.0,27.0
228.jpg,400.0,100.0,27.0
229.jpg,400.0,100.0,27.0
230.jpg,400.0,100.0,27.0
231.jpg,400.0,100.0,27.0
232.jpg,400.0,100.0,27.0
233.jpg,400.0,100.0,27.0
234.jpg,400.0,100.0,27.0
235.jpg,400.0,100.0,27.0
236.jpg,400.0,100.0,27.0
237.jpg,400.0,100.0,27.0
238.jpg,400.0,100.0,27.0
239.jpg,400.0,100.0,27.0
240.jpg,300.0,100.0,27.0
241.jpg,300.0,100.0,27.0
242.jpg,300.0,100.0,27.0
243.jpg,300.0,100.0,27.0
244.jpg,300.0,100.0,27.0
245.jpg,300.0,100.0,27.0
246.jpg,300.0,100.0,27.0
247.jpg,300.0,100.0,27.0
248.jpg,300.0,100.0,27.0
249.jpg,300.0,100.0,27.0
250.jpg,300.0,100.0,27.0
251.jpg,300.0,100.0,27.0
252.jpg,300.0,100.0,27.0
253.jpg,300.0,100.0,27.0
254.jpg,300.0,100.0,27.0
255.jpg,300.0,100.0,27.0
256.jpg,300.0,100.0,27.0
257.jpg,300.0,100.0,27.0
258.jpg,300.0,100.0,27.0
259.jpg,300.0,100.0,27.0
260.jpg,300.0,100.0,27.0
261.jpg,300.0,100.0,27.0
262.jpg,300.0,100.0,27.0
263.jpg,300.0,100.0,27.0
264.jpg,300.0,100.0,27.0
265.jpg,300.0,100.0,27.0
266.jpg,300.0,100.0,27.0
267.jpg,300.0,100.0,27.0
268.jpg,300.0,100.0,27.0
269.jpg,300.0,100.0,27.0
270.jpg,300.0,100.0,27.0
271.jpg,300.0,100.0,27.0
272.jpg,300.0,100.0,27.0
273.jpg,300.0,100.0,27.0
274.jpg,300.0,100.0,27.0
275.jpg,300.0,100.0,27.0
276.jpg,300.0,100.0,27.0
277.jpg,300.0,100.0,27.0
278.jpg,300.0,100.0,27.0
279.jpg,300.0,100.0,27.0
280.jpg,200.0,100.0,27.0
281.jpg,200.0,100.0,27.0
282.jpg,200.0,100.0,27.0
283.jpg,200.0,100.0,27.0
284.jpg,200.0,100.0,27.0
285.jpg,200.0,100.0,27.0
286.jpg,200.0,100.0,27.0
287.jpg,200.0,100.0,27.0
288.jpg,200.0,100.0,27.0
289.jpg,200.0,100.0,27.0
290.jpg,200.0,100.0,27.0
291.jpg,200.0,100.0,27.0
292.jpg,200.0,100.0,27.0
293.jpg,200.0,100.0,27.0
294.jpg,200.0,100.0,27.0
295.jpg,200.0,100.0,27.0
296.jpg,200.0,100.0,27.0
297.jpg,200.0,100.0,27.0
298.jpg,200.0,100.0,27.0
299.jpg,200.0,100.0,27.0
300.jpg,200.0,100.0,27.0
301.jpg,200.0,100.0,27.0
302.jpg,200.0,100.0,27.0
303.jpg,200.0,100.0,27.0
304.jpg,200.0,100.0,27.0
305.jpg,200.0,100.0,27.0
306.jpg,200.0,100.0,27.0
307.jpg,200.0,100.0,27.0
308.jpg,200.0,100.0,27.0
309.jpg,200.0,100.0,27.0
310.jpg,200.0,100.0,27.0
311.jpg,200.0,100.0,27.0
312.jpg,200.0,100.0,27.0
313.jpg,200.0,100.0,27.0
314.jpg,200.0,100.0,27.0
315.jpg,200.0,100.0,27.0
316.jpg,200.0,100.0,27.0
